ID Number,Year,House,Gender,Interested,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32
745,Senior,Eliot,Female,Men,B,E,C,A,C,C,A,A,E,A,E,A,B,D,E,C,B,B,E,B,C,A,D,E,D,D,E,D,D,A,B,C
746,Freshman,Grays,Female,Men,A,D,E,A,A,E,B,D,A,B,E,E,A,D,A,C,B,D,A,E,E,A,D,D,C,B,A,E,D,B,C,B
747,Sophomore,Eliot,Male,Women,D,A,E,C,E,D,C,E,C,B,B,A,D,C,D,A,D,C,E,A,A,D,D,A,B,B,C,A,B,C,A,D
748,Freshman,Canaday,Male,Women,E,A,B,C,B,C,A,E,B,E,A,B,C,D,A,E,E,C,E,D,C,A,D,D,C,B,C,D,A,D,A,C
749,Freshman,Wigglesworth,Female,Both,C,A,B,C,B,D,C,B,A,E,C,C,A,A,B,A,E,C,E,B,D,C,E,B,B,D,E,A,B,E,A,A
750,Junior,Leverett,Female,Men,B,A,B,A,C,E,A,C,E,D,D,B,A,D,E,E,D,D,E,D,D,C,D,B,D,D,C,C,D,A,A,B
751,Senior,Leverett,Male,Women,B,A,E,D,A,A,E,E,A,A,D,B,C,C,E,B,C,B,D,B,B,C,E,A,D,B,A,A,D,D,C,E
752,Sophomore,Currier,Male,Women,A,A,B,A,C,C,A,D,D,D,D,A,C,C,D,A,D,C,E,A,D,A,E,E,E,E,E,E,D,B,A,D
753,Sophomore,Eliot,Female,Men,C,D,C,E,C,C,C,C,E,C,E,E,D,E,E,B,B,D,E,A,E,C,E,A,C,B,E,D,B,C,A,E
754,Senior,Eliot,Female,Men,B,D,A,C,D,B,C,A,A,C,B,B,B,D,B,D,E,A,E,C,C,D,C,A,B,B,E,B,D,C,C,E
755,Freshman,Stoughton,Male,Women,C,A,C,A,C,C,B,D,E,B,E,D,B,C,D,D,B,B,E,B,D,A,E,E,D,A,E,B,A,B,B,C
756,Junior,Kirkland,Female,Men,C,C,C,A,C,B,C,A,C,D,E,B,B,A,B,C,D,A,E,E,C,B,B,D,D,B,E,E,B,C,C,B
757,Freshman,Pennypacker,Male,Women,A,A,B,C,C,C,C,C,E,E,A,D,B,B,E,C,B,B,E,D,D,A,E,D,C,D,B,E,B,E,A,B
758,Junior,Cabot,Male,Women,C,C,E,B,B,D,A,D,A,C,C,D,D,A,E,C,D,D,B,E,D,A,B,A,D,D,E,C,B,A,A,D
759,Senior,Quincy,Female,Men,D,D,A,A,A,C,E,C,B,C,A,C,E,C,B,C,C,D,E,C,D,D,B,D,D,B,E,E,B,A,B,C
760,Freshman,Canaday,Female,Men,C,D,C,A,E,B,A,A,A,B,E,C,E,D,B,A,B,A,E,B,D,A,E,A,C,B,E,C,C,C,C,B
761,Junior,Currier,Female,Men,B,A,B,C,E,A,A,D,A,D,B,B,E,D,E,A,B,C,E,A,D,D,D,C,D,B,E,E,B,A,A,B
762,Freshman,Wigglesworth,Female,Men,C,C,C,C,B,C,A,A,D,D,C,B,B,E,D,C,B,C,A,C,C,D,A,A,B,B,A,C,B,A,A,C
763,Senior,Kirkland,Female,Men,D,B,B,E,B,E,E,E,E,E,A,B,B,B,D,D,C,C,A,E,D,E,D,A,A,C,D,D,A,C,A,E
764,Junior,Winthrop,Female,Men,C,A,A,C,E,B,A,C,C,B,B,B,E,D,B,C,D,D,E,D,C,A,E,C,B,B,A,E,B,B,B,C
765,Junior,Adams,Female,Men,C,A,B,C,C,B,A,D,E,D,E,E,C,D,D,A,C,D,E,B,D,D,E,D,D,E,E,C,C,B,B,B
766,Sophomore,Kirkland,Female,Men,E,E,A,B,B,A,A,A,B,B,D,C,B,C,B,D,B,A,E,B,E,C,B,B,E,D,B,C,A,D,D,A
767,Senior,Lowell,Male,Women,D,A,E,A,B,B,E,D,A,C,D,E,C,D,E,A,D,D,E,A,D,B,D,A,D,B,C,B,A,A,D,D
768,Senior,Winthrop,Female,Men,D,C,E,C,E,C,A,E,A,D,B,C,D,D,D,B,B,C,E,A,A,E,D,C,D,B,E,A,B,D,B,C
769,Senior,Winthrop,Male,Men,B,A,A,A,C,E,C,E,A,D,B,A,A,E,A,B,D,D,A,A,C,B,B,A,B,B,E,C,C,B,A,E
770,Freshman,Stoughton,Male,Women,B,E,C,A,A,C,A,A,E,E,B,D,D,C,B,B,B,D,E,A,D,E,D,B,D,E,D,B,E,B,A,A
771,Junior,Adams,Male,Women,D,A,E,C,E,D,A,C,A,A,D,A,D,B,E,A,D,A,D,C,C,C,D,B,B,B,C,B,D,E,A,C
772,Senior,Eliot,Female,Men,C,A,A,A,E,B,C,A,A,B,D,A,E,D,B,C,D,A,C,A,C,D,B,E,B,B,A,A,A,C,B,B
773,Freshman,Matthews,Female,Men,E,A,B,C,C,B,A,A,C,A,C,A,E,B,E,A,B,C,E,B,E,A,D,E,E,D,B,A,B,D,C,A
774,Freshman,Weld,Female,Men,E,B,C,E,B,E,A,D,E,A,A,A,A,C,D,C,C,C,A,A,D,E,D,A,C,D,C,C,D,E,B,D
775,Freshman,Holworthy,Female,Men,A,D,A,C,E,A,C,E,B,C,C,E,E,E,C,E,C,D,C,D,D,D,E,B,B,A,E,A,B,D,D,C
776,Junior,Leverett,Female,Men,A,D,B,E,C,C,B,D,C,A,E,E,C,D,D,B,D,C,E,B,D,C,A,A,B,C,A,C,B,B,B,E
777,Senior,Dunster,Male,Women,A,A,B,A,C,C,A,E,C,D,E,C,C,B,D,A,E,D,E,B,D,B,A,B,B,B,A,C,B,D,A,E
778,Freshman,Canaday,Female,Men,B,A,A,A,B,B,A,C,A,D,E,E,E,B,E,D,C,B,E,B,D,D,B,D,E,C,E,C,C,A,B,B
779,Junior,Quincy,Female,Men,E,A,C,C,E,C,A,D,D,E,D,B,A,D,E,A,B,D,B,E,D,B,D,D,B,B,A,B,D,D,B,C
780,Junior,Quincy,Female,Men,C,A,E,A,E,E,E,E,E,D,D,A,C,D,C,A,C,C,E,B,D,A,D,B,C,B,E,A,D,A,A,D
781,Freshman,Hollis,Male,Women,C,A,C,C,C,C,A,D,A,A,E,E,B,B,D,A,B,B,E,D,C,B,A,E,E,B,E,B,B,B,A,C
782,Freshman,Mower,Female,Men,E,D,C,A,E,B,A,D,E,D,C,B,A,E,E,D,E,A,A,B,D,A,D,D,C,E,C,D,A,B,A,A
783,Freshman,Matthews,Female,Men,A,C,A,C,C,A,A,B,A,C,C,A,D,E,A,E,A,B,D,D,B,D,B,C,C,A,C,D,E,A,B,D
784,Senior,Lowell,Female,Men,B,A,C,B,C,C,E,A,C,C,E,B,B,A,E,E,E,A,E,C,C,C,B,D,D,B,B,E,B,D,A,E
785,Senior,Kirkland,Female,Men,C,A,A,A,E,C,C,A,C,A,A,E,D,D,B,C,B,D,E,A,D,B,A,D,B,C,C,B,D,C,A,E
786,Freshman,Matthews,Female,Men,D,C,B,C,C,B,A,A,A,D,D,E,A,C,E,D,D,B,E,B,D,A,E,B,B,B,E,D,D,B,C,A
787,Freshman,Matthews,Female,Men,C,A,B,C,C,C,A,A,A,B,B,B,E,A,B,A,E,B,B,A,D,C,C,D,B,D,E,A,D,D,A,C
789,Freshman,Wigglesworth,Female,Men,B,A,B,B,E,B,A,D,A,D,D,E,C,D,D,A,B,D,B,A,D,E,D,D,C,B,E,B,C,D,A,E
790,Sophomore,Winthrop,Male,Women,A,D,D,C,E,C,D,B,A,A,D,D,D,C,E,C,D,D,E,B,C,B,D,A,B,C,B,A,D,D,A,A
791,Sophomore,Adams,Female,Both,C,D,B,C,A,C,A,C,A,D,B,B,A,C,E,C,B,C,E,E,D,A,B,E,C,E,B,B,A,A,D,A
792,Alum,Winthrop,Female,Men,C,C,A,A,A,C,A,C,D,D,D,D,E,C,B,B,B,D,E,B,D,C,A,D,B,B,C,E,A,C,C,E
793,Sophomore,Kirkland,Male,Women,C,D,D,C,D,C,C,A,A,B,C,D,E,A,B,C,B,B,D,C,D,B,C,A,B,A,C,A,A,C,A,E
794,Senior,Dunster,Female,Men,A,E,A,B,C,B,A,B,D,A,E,E,D,D,C,B,B,B,A,E,D,E,B,E,B,E,D,B,B,C,B,B
795,Junior,Dunster,Male,Men,E,E,E,D,E,E,B,C,B,A,B,C,C,C,B,D,D,E,B,E,D,B,D,B,D,C,A,B,D,A,A,E
796,Senior,None,Male,Women,C,B,E,A,D,C,A,A,D,E,C,B,D,A,B,E,A,E,E,E,D,A,D,D,B,D,B,E,B,C,A,B
797,Sophomore,Leverett,Female,Men,A,C,C,A,E,B,A,A,D,E,B,C,D,B,C,C,E,A,B,C,D,D,B,D,B,B,B,B,D,D,B,B
798,Freshman,Straus,Female,Men,B,E,B,A,D,B,D,B,E,D,D,B,E,D,E,A,B,D,B,A,D,D,D,B,C,E,A,D,D,B,A,D
799,Freshman,Straus,Male,Women,B,D,E,A,C,C,A,A,A,B,C,B,A,A,B,C,B,C,E,B,E,A,E,C,C,B,C,A,B,C,B,D
800,Junior,Eliot,Female,Men,A,C,C,A,E,B,C,A,E,D,C,C,E,D,D,A,C,A,B,C,A,E,D,D,D,B,B,A,A,C,B,C
801,Junior,Lowell,Female,Men,C,C,E,C,B,E,A,C,D,D,C,A,E,D,B,E,E,C,C,B,D,B,E,C,E,B,B,E,A,A,B,E
802,Freshman,Canaday,Female,Men,C,A,C,E,C,E,C,C,A,D,D,E,E,A,E,A,B,A,E,B,D,A,D,E,C,B,C,C,B,D,B,B
803,Sophomore,Mather,Female,Men,B,D,D,C,B,B,E,B,E,B,E,A,E,D,C,E,D,E,A,D,A,E,C,E,B,C,B,B,D,A,C,A
804,Junior,Eliot,Female,Men,A,A,B,A,C,B,A,D,D,D,C,C,B,C,B,E,B,A,E,A,D,A,B,A,B,B,A,D,B,D,B,E
805,Junior,Adams,Male,Women,A,A,E,A,E,C,B,D,C,B,C,A,C,A,C,D,B,E,A,C,C,B,A,E,A,B,D,B,A,E,D,C
806,Senior,Lowell,Female,Men,C,A,B,D,D,A,C,E,C,A,E,C,D,D,D,E,C,D,E,C,E,E,E,A,C,B,C,A,B,D,A,E
807,Freshman,Weld,Female,Men,D,B,A,B,C,A,A,E,D,C,E,D,A,D,D,B,D,E,C,A,D,D,B,C,E,E,B,B,C,A,A,C
808,Freshman,Canaday,Female,Men,C,A,E,B,C,C,C,D,A,C,D,C,E,C,B,A,C,A,E,B,A,E,C,D,B,D,E,B,D,D,B,D
809,Junior,Leverett,Male,Women,C,C,C,C,B,C,C,A,C,B,C,A,D,D,B,C,A,D,E,C,B,D,D,D,A,D,D,B,B,C,B,A
811,Senior,Kirkland,Female,Men,C,C,A,B,A,A,C,D,E,C,E,E,E,A,B,B,E,C,B,A,B,C,C,A,D,D,B,D,E,E,E,C
812,Senior,Eliot,Male,Women,C,A,C,A,C,C,B,A,C,B,D,A,D,D,B,C,B,C,E,B,D,B,D,E,B,B,E,B,D,B,A,D
813,Freshman,Mower,Female,Men,E,D,C,A,E,C,A,A,D,D,B,E,B,E,A,C,E,D,C,E,D,A,A,B,C,B,C,C,D,B,E,C
814,Freshman,Thayer,Male,Women,C,C,C,C,D,A,C,C,B,D,C,D,C,B,A,C,C,E,E,C,E,E,B,D,D,E,B,D,D,B,D,E
815,Senior,Pforzheimer,Male,Women,C,D,B,A,B,B,A,A,A,D,D,B,C,D,D,D,B,C,E,B,D,B,D,C,D,B,E,B,D,A,A,D
816,Freshman,Weld,Female,Men,C,E,C,A,C,C,A,B,A,E,D,B,A,D,E,B,B,D,E,D,D,D,D,A,C,A,A,D,B,D,A,A
817,Freshman,Thayer,Female,Men,C,A,D,A,C,B,A,A,A,D,B,D,D,C,B,A,E,A,E,D,C,A,A,B,B,A,E,D,D,B,B,C
818,Freshman,Hollis,Male,Women,B,C,E,B,E,C,A,C,A,B,E,D,E,B,B,C,B,E,E,A,D,B,B,A,D,B,E,A,A,C,B,D
819,Junior,Lowell,Male,Women,B,E,E,B,C,A,C,A,E,B,C,E,C,C,B,C,B,E,E,C,C,E,D,D,A,A,E,C,D,B,C,B
820,Junior,Adams,Female,Men,C,E,C,C,C,C,A,A,B,E,C,A,D,A,B,E,A,A,E,C,D,A,D,B,B,C,A,C,B,C,B,E
821,Freshman,Thayer,Female,Both,C,B,B,C,D,C,A,E,C,E,C,C,A,D,C,B,D,A,A,D,C,A,A,E,C,D,A,A,A,C,A,E
822,Freshman,Canaday,Female,Men,D,C,B,C,E,B,A,C,C,B,C,C,B,E,B,C,B,D,B,B,D,E,D,B,B,C,C,A,C,E,C,D
823,Freshman,Thayer,Male,Women,C,D,C,A,E,D,C,A,C,A,C,D,D,A,B,C,B,A,E,A,C,C,C,C,D,D,E,E,B,A,B,C
824,Senior,Winthrop,Female,Men,B,A,A,C,B,C,C,A,A,B,D,B,D,A,B,A,B,A,E,B,C,B,E,C,B,B,E,B,D,C,C,E
825,Senior,Pforzheimer,Male,Women,C,A,B,C,C,D,C,A,A,A,C,D,B,A,E,C,B,D,D,E,D,D,D,B,B,A,E,D,D,C,A,C
826,Freshman,Grays,Female,Men,C,A,A,C,E,B,A,A,C,B,A,E,D,D,B,B,D,D,C,E,D,D,D,B,B,E,A,C,A,B,E,E
827,Freshman,Holworthy,Female,Men,B,A,B,A,A,A,D,C,C,B,D,B,C,E,D,E,A,D,D,C,D,D,B,C,C,B,C,A,E,C,C,C
828,Freshman,Matthews,Female,Men,A,C,A,A,C,B,A,A,D,D,D,C,D,D,B,C,B,A,E,B,D,A,B,E,B,A,E,E,B,A,B,E
829,Senior,Eliot,Female,Men,A,E,C,A,C,C,B,B,A,E,D,E,C,D,D,A,B,D,E,B,D,C,B,B,D,A,E,D,A,D,A,B
830,Freshman,Holworthy,Female,Men,A,C,E,E,B,B,A,B,D,E,B,E,D,D,E,B,D,B,D,E,E,B,B,C,B,B,E,D,C,A,B,A
831,Freshman,Weld,Male,Women,D,E,A,D,D,E,A,E,C,E,C,C,D,C,E,D,A,E,B,E,E,B,D,B,C,C,A,D,B,C,B,B
832,Senior,Dunster,Male,Men,C,C,C,A,C,C,A,E,D,A,C,C,B,A,E,D,E,B,B,B,D,D,D,A,E,B,A,A,B,C,A,D
833,Senior,Lowell,Female,Men,B,D,C,D,C,A,A,A,D,C,B,D,D,D,C,A,D,B,B,D,D,D,D,B,B,A,E,C,C,B,A,D
834,Freshman,Canaday,Male,Women,A,C,C,C,D,C,A,D,A,A,D,D,A,A,D,B,C,B,D,E,A,B,D,D,E,A,E,E,E,B,B,B
835,Freshman,Greenough,Male,Women,C,E,C,D,C,C,A,D,A,D,D,A,E,C,E,B,D,A,E,D,C,C,D,B,B,E,B,B,A,D,A,C
836,Freshman,Wigglesworth,Male,Women,C,B,C,D,A,B,A,D,A,A,D,B,C,C,E,A,C,B,D,E,D,A,B,C,B,A,B,C,D,A,A,D
837,Freshman,Greenough,Female,Both,A,A,C,C,C,B,A,A,A,D,D,C,C,C,E,A,B,E,B,C,D,B,B,D,B,C,A,E,E,D,B,D
838,Senior,Eliot,Female,Men,B,C,C,A,E,B,C,E,A,D,D,C,E,D,B,C,E,A,D,C,E,D,E,D,B,C,A,C,B,B,C,E
839,Senior,Lowell,Female,Men,D,A,C,A,B,C,B,D,D,C,D,E,D,C,D,B,C,B,E,B,C,E,B,D,C,B,E,E,C,E,A,B
840,Sophomore,Kirkland,Female,Men,B,D,D,C,D,C,E,C,C,B,A,A,D,C,D,C,D,E,D,D,E,B,D,E,B,B,C,B,B,D,B,D
841,Junior,Quincy,Female,Women,B,C,C,E,C,C,A,A,C,D,D,D,A,D,B,B,D,D,E,E,C,A,E,D,E,D,E,E,B,B,A,C
842,Senior,Lowell,Female,Women,B,C,A,A,E,D,C,A,A,E,C,C,D,D,B,E,D,A,E,C,C,C,B,B,B,B,A,D,B,C,E,C
843,Sophomore,Kirkland,Female,Men,D,A,C,C,E,C,A,C,D,C,D,B,E,A,B,C,D,A,E,C,C,E,D,A,C,E,D,E,D,D,B,A
844,Freshman,Canaday,Female,Men,A,A,A,B,E,A,A,A,A,D,A,E,B,A,C,B,E,D,D,B,A,E,B,B,A,C,D,D,B,C,C,C
845,Freshman,Canaday,Male,Women,C,A,C,C,C,C,A,D,A,D,D,E,E,C,B,E,E,A,C,A,D,B,D,B,E,B,B,A,D,A,A,A
846,Junior,Cabot,Male,Women,B,D,C,A,B,E,A,A,C,B,C,A,D,C,D,E,D,C,E,B,E,E,D,E,D,B,C,D,B,D,B,B
847,Junior,Pforzheimer,Male,Women,A,C,C,A,C,E,D,D,C,D,E,A,D,C,D,B,B,E,A,B,D,A,E,B,A,E,D,C,B,D,A,D
848,Senior,Adams,Male,Women,C,A,A,C,C,D,A,D,B,A,D,B,E,C,B,A,D,E,E,C,D,C,B,B,E,E,A,B,D,D,B,B
849,Freshman,Weld,Male,Women,C,D,C,B,C,A,C,A,B,D,C,A,C,C,A,E,A,E,E,D,C,D,D,B,B,A,C,D,A,E,A,C
850,Freshman,Canaday,Female,Men,A,C,B,B,B,C,A,D,B,C,D,C,B,C,D,A,D,A,A,A,A,A,D,B,B,B,A,D,D,B,A,A
851,Junior,Currier,Female,Men,D,D,A,C,E,C,B,D,A,E,D,E,B,D,E,E,C,A,E,C,C,D,B,B,E,B,B,B,A,C,B,A
853,Senior,Cabot,Male,Women,C,D,A,C,E,C,A,C,E,B,E,C,C,D,D,A,E,E,B,B,E,B,B,B,C,A,E,B,B,A,C,D
855,Junior,Lowell,Female,Men,E,A,E,A,C,B,A,D,D,D,D,B,E,D,E,D,C,E,E,A,D,D,E,B,E,A,D,D,C,D,B,B
856,Sophomore,Cabot,Female,Men,C,A,C,A,B,B,A,D,A,D,C,C,B,E,E,A,B,A,D,A,D,C,E,D,B,B,E,D,D,D,C,E
857,Sophomore,Pforzheimer,Female,Men,B,D,C,C,E,D,A,C,C,B,A,B,E,E,E,C,B,A,D,E,D,E,E,A,D,D,C,C,B,E,B,D
858,Senior,Adams,Female,Both,C,A,A,C,C,C,A,C,A,A,D,A,B,C,B,B,C,A,E,C,D,A,D,E,B,C,A,C,D,B,A,C
859,Junior,Kirkland,Female,Both,C,E,C,A,C,C,A,A,C,B,E,B,B,A,B,E,B,A,C,C,C,C,D,D,B,B,A,D,B,C,A,E
860,Sophomore,Winthrop,Male,Women,E,C,C,C,B,B,C,A,B,C,A,E,C,D,E,B,C,C,C,D,E,B,D,B,C,E,B,B,B,B,E,A
861,Senior,Winthrop,Male,Men,C,E,A,A,B,A,B,A,B,D,C,D,B,C,A,E,A,D,E,A,D,B,B,D,D,D,E,B,E,C,A,E
862,Sophomore,Winthrop,Male,Women,B,A,C,D,B,C,C,D,D,A,C,A,B,D,A,D,A,C,C,E,A,B,D,B,D,E,B,C,B,D,D,B
863,Sophomore,Dunster,Female,Men,C,D,B,C,B,C,A,A,D,A,E,A,A,E,C,B,A,B,B,D,C,D,B,B,B,E,D,C,C,B,B,C
864,Freshman,Canaday,Male,Women,C,A,E,C,B,D,A,D,A,D,D,B,B,B,E,A,B,C,C,B,A,A,E,B,D,E,E,E,D,D,A,B
865,Senior,Cabot,Female,Both,C,D,C,C,C,B,B,D,B,D,B,E,B,E,E,C,E,C,D,C,E,B,E,B,D,E,D,A,D,C,E,B
866,Sophomore,Currier,Female,Men,A,D,C,A,C,B,A,A,E,D,D,E,B,D,B,D,B,D,C,B,D,A,A,A,E,B,A,C,D,C,B,C
867,Freshman,Holworthy,Female,Men,A,A,C,A,C,E,A,A,B,A,D,D,E,E,B,C,C,E,E,B,C,D,D,D,B,B,C,C,B,D,A,D
868,Freshman,Wigglesworth,Male,Women,D,C,E,A,E,C,E,A,A,B,C,B,D,A,B,C,C,E,E,B,C,C,E,C,B,B,B,A,D,C,C,E
869,Freshman,Thayer,Female,Both,B,E,B,C,B,A,A,D,A,D,D,B,B,B,A,C,D,D,E,A,A,C,E,D,B,E,E,C,A,D,A,C
870,Senior,Lowell,Male,Men,A,C,A,B,B,B,B,C,D,A,B,A,D,A,E,D,D,E,E,E,D,D,D,D,D,B,A,B,B,A,C,B
871,Junior,Leverett,Female,Both,A,E,B,E,B,B,A,D,A,E,D,E,E,C,E,D,C,D,D,A,D,C,D,B,D,E,E,D,D,D,C,A
872,Senior,Winthrop,Male,Women,C,D,B,A,E,C,B,C,A,E,B,B,C,C,E,B,B,D,C,B,D,B,E,B,E,B,C,A,B,B,C,A
873,Junior,Winthrop,Male,Men,C,D,C,C,E,C,A,C,E,D,C,A,E,C,C,C,C,D,E,A,C,D,E,B,B,A,C,A,C,C,A,B
874,Sophomore,Eliot,Female,Men,C,E,B,C,D,E,B,A,C,B,B,E,B,A,E,C,D,A,E,B,C,C,B,B,E,D,A,B,B,A,A,A
875,Junior,Winthrop,Female,Men,C,C,A,A,E,B,A,D,E,D,E,C,D,B,A,B,C,D,E,D,C,B,D,E,E,B,C,C,B,B,B,D
876,Senior,Winthrop,Male,Women,E,C,C,A,A,A,C,D,C,E,B,D,B,B,B,B,A,A,B,B,B,E,D,B,E,D,E,A,B,B,E,A
877,Freshman,Wigglesworth,Male,Women,A,A,C,A,B,C,D,D,D,E,B,A,B,C,B,A,E,C,E,E,C,C,D,B,D,C,E,B,B,A,A,E
878,Freshman,Greenough,Male,Women,C,D,B,A,B,C,E,D,A,D,D,A,A,C,C,A,D,C,E,B,B,A,D,A,E,A,E,D,B,B,A,A
879,Sophomore,Dunster,Female,Men,C,A,C,A,E,B,A,D,A,A,B,B,B,C,E,D,D,D,E,B,D,B,B,D,D,B,A,B,B,D,A,C
880,Freshman,Canaday,Female,Both,B,D,A,E,D,B,B,E,B,D,D,D,C,E,E,C,C,D,E,B,D,B,E,E,E,B,A,D,B,B,A,D
881,Junior,Dunster,Female,Men,A,D,B,A,D,E,A,D,A,D,D,E,E,D,D,B,E,D,C,B,D,A,D,D,B,B,E,D,A,B,A,B
882,Freshman,Thayer,Female,Men,C,E,E,C,C,B,E,D,A,D,A,E,B,B,B,B,E,D,E,B,E,B,E,E,C,C,B,B,B,A,C,E
883,Junior,Adams,Male,Women,B,D,E,E,D,E,B,C,C,B,E,A,E,C,B,C,E,E,B,B,B,D,C,A,C,C,E,D,B,A,B,E
884,Freshman,Thayer,Male,Men,C,B,E,C,C,E,A,D,C,E,C,D,A,D,E,C,B,B,A,E,A,B,D,D,D,C,D,A,D,B,E,C
885,Senior,Eliot,Female,Both,E,D,D,A,E,B,A,A,C,A,D,B,A,C,E,C,E,C,D,A,D,B,B,D,D,B,E,A,C,B,A,E
886,Freshman,Greenough,Male,Men,A,A,A,C,C,A,A,A,D,D,D,B,B,B,C,B,D,B,E,B,C,A,E,C,E,A,A,B,A,D,A,D
887,Freshman,Canaday,Female,Men,C,C,B,C,E,B,A,D,A,E,E,E,A,A,B,A,B,A,E,D,D,B,E,D,E,B,A,A,D,B,B,C
888,Freshman,Wigglesworth,Female,Men,A,C,B,C,B,C,A,A,C,B,D,E,D,C,A,C,C,D,E,A,D,A,E,B,B,B,E,A,C,B,C,E
890,Freshman,Thayer,Female,Both,B,A,D,C,A,A,C,E,B,A,C,A,D,B,D,C,D,D,C,A,C,A,E,B,B,E,C,B,C,A,D,A
891,Freshman,Canaday,Female,Men,A,A,A,C,E,C,A,D,E,D,D,D,E,D,D,B,E,D,E,A,D,E,D,D,E,B,A,E,D,D,A,A
892,Sophomore,Pforzheimer,Male,Men,C,E,C,E,B,E,D,C,A,B,A,E,E,D,D,E,B,B,E,D,E,B,D,D,D,C,B,A,D,A,C,C
893,Junior,Pforzheimer,Male,Women,C,A,E,B,D,D,A,A,E,B,D,A,D,D,E,C,E,E,E,A,C,B,D,A,B,B,D,E,B,A,A,A
894,Freshman,Straus,Male,Women,A,E,B,D,C,B,E,D,B,E,D,A,B,B,E,B,B,B,E,D,E,D,B,E,E,D,E,B,D,D,A,C
896,Sophomore,Leverett,Female,Men,C,A,B,A,B,A,A,A,D,A,B,B,E,C,A,A,B,A,E,E,D,C,E,B,D,D,E,D,B,A,A,C
897,Freshman,Lionel,Female,Men,C,A,C,A,C,B,A,D,A,D,D,D,A,E,E,D,E,D,E,E,D,A,E,D,D,B,E,C,D,A,A,B
898,Freshman,Wigglesworth,Female,Men,B,A,B,C,B,B,A,D,B,E,A,A,E,B,E,A,A,D,E,E,D,B,E,E,E,E,D,C,D,D,B,E
899,Freshman,Apley,Female,Men,A,D,C,C,C,B,A,A,E,D,C,E,A,B,E,C,E,D,E,C,A,D,D,D,B,B,B,A,B,D,B,C
901,Sophomore,Quincy,Female,Both,C,D,C,E,B,C,D,E,C,D,B,B,C,E,A,D,D,D,B,A,D,A,B,E,E,B,E,E,D,E,A,B
902,Sophomore,Adams,Female,Men,A,B,A,E,B,A,A,A,A,C,D,B,C,E,A,B,E,B,E,B,D,B,D,D,B,B,A,B,D,D,A,D
903,Sophomore,Adams,Male,Women,B,C,B,C,D,E,A,D,B,A,E,D,C,D,A,A,D,A,B,E,E,B,C,D,E,B,E,B,D,E,D,E
905,Senior,Quincy,Male,Women,B,B,B,D,C,B,A,E,B,D,B,A,A,C,E,A,D,C,C,B,D,A,B,A,C,B,C,C,D,A,A,A
906,Sophomore,Adams,Female,Men,A,D,C,C,E,B,A,D,D,D,B,D,B,E,A,C,C,E,D,D,D,D,D,D,B,E,A,D,C,C,A,D
907,Freshman,Canaday,Female,Both,D,E,C,A,C,D,E,D,A,E,A,D,A,E,D,A,C,C,C,C,A,E,E,C,B,E,D,B,A,C,A,D
908,Senior,Mather,Male,Women,C,A,C,A,C,E,A,B,A,D,A,D,D,E,E,C,C,A,B,B,E,C,D,D,E,A,A,D,D,A,A,D
909,Freshman,Canaday,Female,Men,C,A,B,A,D,B,A,D,A,E,B,E,E,C,C,C,C,B,C,D,E,C,B,D,A,E,A,E,A,C,B,C
910,Freshman,Grays,Female,Men,A,A,B,A,C,C,A,C,E,B,E,D,D,D,B,C,D,A,E,A,C,B,C,E,B,B,B,E,B,C,B,A
911,Freshman,Straus,Female,Men,C,A,A,A,C,B,C,A,A,D,D,B,B,D,B,C,C,B,B,C,C,B,C,D,B,B,A,C,B,C,A,C
912,Junior,Pforzheimer,Male,Men,A,E,A,C,B,A,A,A,B,D,C,D,C,B,C,E,B,B,B,D,B,E,A,D,C,B,C,B,A,B,B,B
913,Junior,Cabot,Male,Women,D,A,E,C,E,E,C,D,C,B,C,A,D,A,B,C,D,A,E,C,E,C,C,B,D,D,A,B,D,D,A,D
914,Junior,Mather,Male,Women,B,A,D,A,C,C,A,D,E,D,D,B,C,C,D,B,C,E,B,D,C,B,E,B,B,E,B,A,D,A,C,B
915,Freshman,Wigglesworth,Female,Men,B,A,A,C,C,B,A,B,C,D,B,C,E,B,B,A,E,A,A,D,E,D,B,B,B,B,A,A,E,A,A,E
916,Junior,Quincy,Female,Men,A,A,A,A,B,C,C,A,C,D,E,B,A,D,B,A,E,A,B,C,D,A,A,A,B,B,A,D,B,B,B,E
917,Junior,Adams,Male,Women,B,D,E,A,C,D,A,C,C,C,C,E,D,E,D,E,E,D,B,C,D,D,B,B,B,E,C,A,B,C,C,C
918,Junior,Winthrop,Female,Men,C,A,B,A,E,A,B,A,E,D,A,B,D,E,D,B,B,D,B,E,D,C,D,D,B,B,E,C,A,D,A,C
919,Freshman,Stoughton,Male,Women,C,A,D,C,C,C,A,E,B,D,D,A,E,E,D,A,B,C,C,E,D,A,D,C,C,E,E,C,D,A,A,A
920,Freshman,Pennypacker,Female,Men,A,C,A,A,D,E,C,A,C,E,E,C,A,A,E,C,D,C,E,C,E,A,E,B,C,A,E,A,D,C,B,C
921,Freshman,Weld,Female,Men,D,D,B,C,C,E,C,E,E,D,B,C,D,C,D,A,C,D,E,B,D,D,E,E,B,A,C,B,D,C,A,A
